fixing_commit_hash,introducing_commit_hash,file_path,issue_keys,fixing_date,introducing_date
c0b45bc43eab32a1cfcedf01343fd92583ef21b3,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,java/org/apache/catalina/connector/CoyoteAdapter.java,44494,2008-08-25T20:08:05+00:00,2006-03-27T13:53:46+00:00
242ccbe7d44f182787fd9d4afacb5fe92ca0c7bc,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,java/org/apache/catalina/realm/JNDIRealm.java,19444;45794,2008-11-07T01:59:04+00:00,2006-03-27T13:53:46+00:00
242ccbe7d44f182787fd9d4afacb5fe92ca0c7bc,0e9f0f696e4b3beadeca25277b84d51e7f003aa7,java/org/apache/catalina/realm/JNDIRealm.java,19444;45794,2008-11-07T01:59:04+00:00,2008-11-07T00:48:13+00:00
cab7c49a8e06defd61a0248602374c6ac90ba58a,94400a237d15768ca227dd8c0f4dd5716b48e388,bin/service.bat,41564,2009-05-27T08:19:13+00:00,2006-07-13T12:46:40+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,java/org/apache/jasper/compiler/ELParser.java,48668,2010-03-07T02:43:12+00:00,2006-03-27T13:53:46+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,7cb442a579d2eb5a1c1f159e02c3839090be1127,java/org/apache/jasper/compiler/JspConfig.java,48668,2010-03-07T02:43:12+00:00,2009-12-22T15:44:54+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,f0f100b6d8c24a65d8d2f3228e750e614ab96375,java/org/apache/jasper/compiler/JspConfig.java,48668,2010-03-07T02:43:12+00:00,2006-09-19T09:41:41+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,java/org/apache/jasper/compiler/JspConfig.java,48668,2010-03-07T02:43:12+00:00,2006-03-27T13:53:46+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,f7ca96df28a7e4d77a2702e724da64c0d4443e57,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-11-07T10:45:01+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,51c5030a8a60dbfc489a8b1c0a711e00c3eabd21,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-11-02T22:56:45+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,a84fabcbc6fee8a69253ad92a304b4718e96a7c9,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-03-27T13:53:46+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,50cf0ff9445b85f155feb3d6f1fa976ca97074f5,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2007-01-04T17:03:05+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,77ec01f3f6a15c8da5ba333d1b1ed31f67a20df6,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-11-02T14:30:39+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,04fbe97f5e21d3ca9cc0f07325b2823eb8717f7a,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2009-12-22T21:17:41+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,a74181e4b96eabec20fd18b37e12ebf477929eb0,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2007-01-22T20:49:02+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,c45690b02fff7a865f237b5a9eb36ec42d8a648e,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2007-01-23T15:12:15+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,4d3fffe70980a88c39abd7b9747f9197875bf40a,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-11-04T02:11:17+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,d54d6f3c5277f3564e31987b3ee54f674e97a88b,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-11-01T01:20:18+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,a4c1b0b3466e9246995504c29cf7e3f1da7f8146,java/org/apache/jasper/compiler/Validator.java,48668,2010-03-07T02:43:12+00:00,2006-12-05T01:02:06+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,bf36a0c22e1de27c47b7b2d7270518ef31035711,test/org/apache/jasper/compiler/TestParser.java,48668,2010-03-07T02:43:12+00:00,2010-03-06T20:46:06+00:00
de0e6e1e1df5106a514f9d1c1df672b9d63c2bd5,bf36a0c22e1de27c47b7b2d7270518ef31035711,test/webapp/bug48668a.jsp,48668,2010-03-07T02:43:12+00:00,2010-03-06T20:46:06+00:00
732112e1eedb6b268c66b53125349c45d12f1338,a9f0fd565a3c4f7fd0a7f191a20d398f250071aa,webapps/docs/changelog.xml,49883,2010-09-06T09:55:44+00:00,2010-09-05T20:43:38+00:00
63c51140db3f652749185489333d095766039ac5,0990fc3cf4798611be12dba85703685b6c1ce74d,java/org/apache/coyote/http11/Http11Processor.java,49884,2010-09-12T08:05:35+00:00,2010-03-19T14:22:09+00:00
63c51140db3f652749185489333d095766039ac5,8b22089526cad157662152cd5a34eb3dfd0df860,java/org/apache/tomcat/util/net/AbstractEndpoint.java,49884,2010-09-12T08:05:35+00:00,2009-11-17T21:33:40+00:00
63c51140db3f652749185489333d095766039ac5,3c5b8a75fdfc08042bc8d97dc411f2cd5914e664,java/org/apache/tomcat/util/net/AbstractEndpoint.java,49884,2010-09-12T08:05:35+00:00,2010-09-09T21:07:37+00:00
dac9f5c854d402b8c57a693a9906a1a7466863f1,7a529c913955e02ae1f8f652226a1fe2f1441b41,webapps/docs/jndi-resources-howto.xml,50219,2010-11-05T12:27:49+00:00,2009-12-14T18:04:54+00:00
89cb3a289ea3ee27f0fb2657684f5ebfb57f3fc9,3c18b728b29bffd873ef78dad6dbfefbefb23fea,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/ProxyConnection.java,51786,2011-09-14T08:53:58+00:00,2008-11-13T18:59:24+00:00
